"Name of Hospital"	"Hospital Id"	Mobile	Email	"Hospital Type"	Address	District	hospital
"PHC KALANAD",HOSP14PHC013,949614847,phckalanad@gmail.com,PHC,"(p.o)Kalanad melpparamb, 671317",KSD,643e46f4bc3a1cbc36096e06
"PHC KARICHERRY",HOSP14PHC014,7907085497,phckaricheri@gmail.com,PHC,"Kolathur (po) Chengala ,Kasaragod",KSD,643e46f4bc3a1cbc36096e07
"PHC KARINDALAM",HOSP14PHC015,4672235053,fhckarindalam123@gmail.com,PHC,"FHC Karindalam, Karindalam Post,671314",KSD,643e46f4bc3a1cbc36096e08
"PHC KAYYUR",HOSP14PHC016,9946217199,phckayyur@gmail.com,PHC,"FHC Kayyur , Kayyur Po, 671313",KSD,643e46f4bc3a1cbc36096e09
"PHC KONNAKKAD",HOSP14PHC017,8281651053,phc.konnakkad@gmail.com,PHC,"PHC KONNAKKAD. KONNAKKAD P O , KSARAGOD, 671534",KSD,643e46f4bc3a1cbc36096e0a
"PHC KUMBADAJE",HOSP14PHC018,,,PHC,,KSD,643e46f4bc3a1cbc36096e0b
"PHC MADHUR",HOSP14PHC019,9447277137,Madhurphc@gmail.com,PHC,"FHC MADHUR, MAIPADY PO,671124",KSD,643e46f4bc3a1cbc36096e0c
"PHC MADIKAI",HOSP14PHC020,,,PHC,,KSD,643e46f4bc3a1cbc36096e0d
"PHC MAVILAKADAPRAM",HOSP14PHC021,,22,PHC,,KSD,643e46f4bc3a1cbc36096e0e
"PHC MEENJA",HOSP14PHC022,9495122113,phcmeenja@gmail.com,PHC,"PRIMARY HEALTH CENTRE , MEENJA 671323",KSD,643e46f4bc3a1cbc36096e0f
"PHC MOGRALPUTHUR",HOSP14PHC023,8197154960,phcmogralputhur@gmail.com,PHC,"FAMILY HEALTH CENTRE MOGRAL PUTHUR",KSD,643e46f4bc3a1cbc36096e10
"PHC MOUCODE",HOSP14PHC024,9526532771,phcmoucode2009@gmail.com,PHC,"PERUMBATTA PO,67313",KSD,643e46f4bc3a1cbc36096e11
"PHC MULLERIYA",HOSP14PHC025,8111871072,phcmulleria@gmail.com,PHC,"Family Health Centre Mulleria Mulleria PO ,671543",KSD,643e46f4bc3a1cbc36096e12
"PHC NARKILAKKAD",HOSP14PHC026,9605234878,phcnkd@gmail.com,PHC,"Kottamala(PO),671314",KSD,643e46f4bc3a1cbc36096e13
"PHC OLAT KODAKKAD",HOSP14PHC027,9496990124,fhcolat@gmail.com,PHC,"FHC OLAT, PILICODE P O, 671310",KSD,643e46f4bc3a1cbc36096e14
"PHC PADNE",HOSP14PHC028,9496403752,phcpadne@gmail.com,PHC,"Padne PO ,Cheruvathur , 671312",KSD,643e46f4bc3a1cbc36096e15
"PHC PALLIKKARA",HOSP14PHC029,"0467 2275500",phcpallikkare@gmail.com,PHC,"BEKALFORT P.O,671316",KSD,643e46f4bc3a1cbc36096e16
"PHC PANATHUR",HOSP14PHC030,9496350964,phcpanathur@gmail.com,PHC,"PANATHUR PO 671532",KSD,643e46f4bc3a1cbc36096e17
"PHC PERLA",HOSP14PHC031,,,PHC,,KSD,643e46f4bc3a1cbc36096e18
"PHC PUTHIGE",HOSP14PHC032,9747038765,phcputhige@gmail.com,PHC,"Puthige PO, Kasaragod, Pin 671321",KSD,643e46f4bc3a1cbc36096e19
"PHC THAIKADAPPURAM",HOSP14PHC033,9495262512,phcthaikadapuram@gmail.com,PHC,"THAIKADAPURAM ,THAIKADAPURAM P O ,NILESHWAR VIA KASARAGOD 671314",KSD,643e46f4bc3a1cbc36096e1a
"PHC THURUTHI",HOSP14PHC034,9895658668,phcturuthi@gmail.com,PHC,"FAMILY HEALTH CENTRE THURUTHI ,KARI,P.O.THURUTHI",KSD,643e46f4bc3a1cbc36096e1b
"PHC UDMA",HOSP14PHC035,9947285735,phcuduma@gmail.com,PHC,"Uduma P O, Kasargod,671319",KSD,643e46f4bc3a1cbc36096e1c
"PHC UDUMBANTHALA",HOSP14PHC036,9961062784,phcudumbunthala@gmail.com,PHC,"UDUBUNTHALA (P.O),THRIKARIPUR-671311",KSD,643e46f4bc3a1cbc36096e1d
"PHC VALIYAPARAMABA",HOSP14PHC037,9746098108,mophcvaliyaparamba@gmail.com,PHC,"PADNEKADAPPURAM PO, 671312, KASARAGOD",KSD,643e46f4bc3a1cbc36096e1e
"PHC VANINAGAR",HOSP14PHC038,7012490381,phcvaninagar@gmail.com,PHC,"PERLA PO PIN 671552 KASARAGOD",KSD,643e46f4bc3a1cbc36096e1f
"PHC VELLARIKKUNDU",HOSP14PHC039,9061241245,mophcv@gmail.com,PHC,"BFHC VellarikkunduVellarikkundu PO,PIN:671534.Kasaragod",KSD,643e46f4bc3a1cbc36096e20
"PHC VORKADY",HOSP14PHC040,,vorkadyhealth@gmail.com,PHC,"Medical officer Primary Health Centre Vorkady Village, PO Vorkady Via Manjeshwar-671323",KSD,643e46f4bc3a1cbc36096e21
"TH Bedaduka",HOSP14TH001,7306382729,thqhbedadka@gmail.com,TH,"TH BEDADKA,BEDADKA P O, CHENGALA",KSD,643e46f4bc3a1cbc36096e37
"TH Mangalpady",HOSP14TH002,8075283850,thmangalpady@gmail.com,TH,"Taluk Head Quarters Hospital Mangalpady , nayabazar Uppala Mangalpady PO - 671322",KSD,643e46f4bc3a1cbc36096e38
"TH Nileshwar",HOSP14TH003,"04672 282933",chcnileshwar@gmail.com,TH,"THQH Nileshwar, Near Village Office Perole, Vallikkunnu, Nileshwar PO, Kasaragod,671314",KSD,643e46f4bc3a1cbc36096e39
"TH Panathady",HOSP14TH004,8547572014,thpanathady@gmail.com,TH,"Parappa Block 
Panchayath Taluk
Hospital 
Poodamkallu
Rajapuram (po)
Pin:671532",KSD,643e46f4bc3a1cbc36096e3a
"TH Trikaripur",HOSP14TH005,"0467 2215522",trikaripurtalukhospital@gmail.com,TH,"Trikaripur(po),Thankayam,pin - 671310",KSD,643e46f4bc3a1cbc36096e3b
"GH Kasaragod",HOSP14GH001,9846100385,ghksdrsby@gmail.com,GH,"Kasaragod ,Pincode 671121",KSD,643e46f4bc3a1cbc36096e79
"DH Kanhangad",HOSP14DH001,9744000208,"knghospital@gmail.com kngrsby@gmail.com",DH,"Balla.P.O., Kasaragod District",KSD,643e46f4bc3a1cbc36096e83
"CHC CHENGAMANAD",HOSP07CHC001,9074387940,chcchd@gmail.com,CHC,"Community Health Centre, Chengamanad .P.O ,PIN 683578",EKM,643e5172bc3a1cbc36096e8d
"CHC Edappally",HOSP07CHC002,,,CHC,,EKM,643e5172bc3a1cbc36096e8e
"CHC EZHIKKARA",HOSP07CHC003,0484-2508258,mochcezhikkara@gmail.com,CHC,"Ezhikkara P O",EKM,643e5172bc3a1cbc36096e8f
"CHC Kadayiruppu",HOSP07CHC004,,,CHC,,EKM,643e5172bc3a1cbc36096e90
"CHC KALADY",HOSP07CHC005,9446478043,chckalady@gmail.com,CHC,"CHC Kalady, Kalady P.O Pin: 683574",EKM,643e5172bc3a1cbc36096e91
"CHC KEECHERY",HOSP07CHC006,9207661935,chckeechery@gmail.com,CHC,"KULAYATTIKKARA P O, KANJIRAMATTOM",EKM,643e5172bc3a1cbc36096e92
"CHC Koothattukulam",HOSP07CHC007,9495811146,mochckoothattukulam@gmail.com,CHC,"KOOTHATTUKULAM P O ERNAKULAM",EKM,643e5172bc3a1cbc36096e93
"CHC KUMBALANGI",HOSP07CHC008,9562481377,Chckumbalanghy@gmail.com,CHC,Kumbalanghy,EKM,643e5172bc3a1cbc36096e94
"CHC MALAYADAMTHURUTH",HOSP07CHC009,9446465506,malayidamthuruthchc@gmail.com,CHC,"Malayidamthuruth P. O., PIN -683561",EKM,643e5172bc3a1cbc36096e95
"CHC MALIPURAM",HOSP07CHC010,,,CHC,,EKM,643e5172bc3a1cbc36096e96
"CHC Moothakunnam",HOSP07CHC011,8281500305,chcmoothakunnam.ekm@gmail.com,CHC,"MOOTHAKUNNAM. P.O,683516",EKM,643e5172bc3a1cbc36096e97
"CHC Mulanthuruthy",HOSP07CHC012,7356744999,chcmulanthuruthy@gmail.com,CHC,"MEDICAL OFFICER IN CHARGE , CHC MULANTHURUTHY , MULANTHURUTHY (PO)",EKM,643e5172bc3a1cbc36096e98
"CHC Neriyamangalam",HOSP07CHC013,9562831231,neriamangalamphc@gmail.com,CHC,"FHC NERIAMANGALAM",EKM,643e5172bc3a1cbc36096e99
"CHC PALLARIMANGALAM",HOSP07CHC014,9447787258,pallarimangalamphc@gmail.com,CHC,"Pallarimangalam, koovalloor, pallarimangalam post",EKM,643e5172bc3a1cbc36096e9a
"CHC Pampakuda",HOSP07CHC015,"+91 94464 52419",mobphcpampakuda@gmail.com,CHC,"Chc pampakuda anchelpetty pamapkuda 686667",EKM,643e5172bc3a1cbc36096e9b
"CHC Pandappilly",HOSP07CHC016,9496111897,bphcpandappilly@gmail.com,CHC,Pandappilly,EKM,643e5172bc3a1cbc36096e9c
"CHC Poothotta",HOSP07CHC017,,,CHC,,EKM,643e5172bc3a1cbc36096e9d
"CHC Ramamangalam",HOSP07CHC018,94470427292,phcramamangalam@gmail.com,CHC,"Ramamangalam P O. Ernakulam 686663",EKM,643e5172bc3a1cbc36096e9e
"CHC Vadavucode",HOSP07CHC019,9809973885,vadavucodephc@gmail.com,CHC,"VADAVUCODE P O, PUTHENCRUZ, ERNAKULAM",EKM,643e5172bc3a1cbc36096e9f
"CHC Varappetty",HOSP07CHC020,9037541399,varapettyphc@gmail.com,CHC,"CHC VARAPPETTY, VARAPPETTY P O,KOTHAMANGALAM",EKM,643e5172bc3a1cbc36096ea0
"CHC Varappuzha",HOSP07CHC021,9446055141,moicphcvarappuzha@gmail.com,CHC,"VARAPUZHA PIN 683104",EKM,643e5172bc3a1cbc36096ea1
"CHC Vengola",HOSP07CHC022,,,CHC,,EKM,643e5172bc3a1cbc36096ea2
"CHC Vengoor",HOSP07CHC023,,,CHC,,EKM,643e5172bc3a1cbc36096ea3
ALANGAD,HOSP07PHC001,9745977701,phcalangad@gmail.com,PHC,"PHC ALANGAD KARINGANTHRUTH , KONGORPILLY P O",EKM,643e5172bc3a1cbc36096ea4
ARAKUNNAM,HOSP07PHC002,918281436347,phcentrearakkunnam@gmail.com,PHC,"FHC ARAKKUNNAM Arakunnam PHC Road Arakunnam PIN-682313",EKM,643e5172bc3a1cbc36096ea5
ASAMANNOOR,HOSP07PHC003,,,PHC,,EKM,643e5172bc3a1cbc36096ea6
AVOLY,HOSP07PHC004,,,PHC,,EKM,643e5172bc3a1cbc36096ea7
AYAVANA,HOSP07PHC005,9656941429,phcayavana@gmail.com,PHC,"AYAVANA P O,ERANAKULAM Dist PIN.686668",EKM,643e5172bc3a1cbc36096ea8
AYYAMPILLY,HOSP07PHC006,9961816191,phcayyampilly@gmail.com,PHC,"FAMILY HEALTH CENTER AYYAMPILLY AYYAMPILLY PO 382501 ERNAKULAM",EKM,643e5172bc3a1cbc36096ea9
AYYAMPUZHA,HOSP07PHC007,9446444667,phc.ayyampuzha@gmail.com,PHC,Kootungal,EKM,643e5172bc3a1cbc36096eaa
BINANIPURAM,HOSP07PHC008,,,PHC,,EKM,643e5172bc3a1cbc36096eab
CHELLANAM,HOSP07PHC009,9497295349,Phcchellanam@gmail.com,PHC,"Medical officer in charge",EKM,643e5172bc3a1cbc36096eac
CHERANELLOORE,HOSP07PHC010,7306867118,cheranalloorbphc@gmail.com,PHC,"Cheranalloor P.O,Ernakulam",EKM,643e5172bc3a1cbc36096ead
CHERUVATTOOR,HOSP07PHC011,9349235566,mo.cheruvattoorphc@gmail.com,PHC,"PHC Cheruvattoor,cheruvattoor p o,cheruvattoor k, othamangalam-686691",EKM,643e5172bc3a1cbc36096eae
CHITTATTUKARA,HOSP07PHC012,9995081586,mophcchittattukara@gmail.com,PHC,"VADAKKEKKARA P O ERNAKULAM DISTRICT",EKM,643e5172bc3a1cbc36096eaf
CHOORNIKKARA,HOSP07PHC013,9946998801,choornikkaraphcoffice@gmail.com,PHC,"MEDICAL OFFICER, PHC CHOORNIKKARA, THAIKATTUKARA P O, ALUVA. PIN 683106",EKM,643e5172bc3a1cbc36096eb0
CHOTTANIKKARA,HOSP07PHC014,,,PHC,,EKM,643e5172bc3a1cbc36096eb1
CHOWARA,HOSP07PHC015,9847321664,phcchowara@gmail.com,PHC,"Sreemoolanagaram (P O), Chowara - 683580",EKM,643e5172bc3a1cbc36096eb2
EDATHALA,HOSP07PHC016,9747671235,edathalaphc00@gmail.com,PHC,"PHC Edathala, Edathala P O pin -683564",EKM,643e5172bc3a1cbc36096eb3
EDAVANAKKAD,HOSP07PHC017,9895929771,phcedavanakad@gmail.com,PHC,"MEDICAL OFFICER,FHC EDAVANAKAD, EDAVANAKAD.P.O,Pin 682502",EKM,643e5172bc3a1cbc36096eb4
ELANJI,HOSP07PHC018,,,PHC,,EKM,643e5172bc3a1cbc36096eb5
ELOOR,HOSP07PHC019,9567057481,eloorphcekm@gmail.com,PHC,"ELOOR NORTH UDYOGAMANDAL P O PIN 683501",EKM,643e5172bc3a1cbc36096eb6
EROOR,HOSP07PHC020,9961133723,mophceroor@gmail.com,PHC,"Labour Junction Eroor, Eroor PO, Tripunithura, PIN- 682306",EKM,643e5172bc3a1cbc36096eb7
"FISHERIES HOSPITAL UDAYAMPEROOR",HOSP07PHC021,9562366609,govt.fisherieshospital@gmail.com,PHC,"PKMC Junction, Udayamperoor PO, PIN 682307",EKM,643e5172bc3a1cbc36096eb8
GOTHURUTH,HOSP07PHC022,8086228408,moicphcgoth@gmail.com,PHC,"Gothuruth P O, Ernakulam-638516",EKM,643e5172bc3a1cbc36096eb9
KADAVOOR,HOSP07PHC023,,,PHC,,EKM,643e5172bc3a1cbc36096eba
KADUNGALLOR,HOSP07PHC024,,,PHC,,EKM,643e5172bc3a1cbc36096ebb
KAKKANAD,HOSP07PHC025,9447513793,phckakkanad@gmail.com,PHC,"FHC KAKKANAD, KUSUMAGIRI P O,KAKKANAD,ERNAKULAM",EKM,643e5172bc3a1cbc36096ebc
KALAMASSERY,HOSP07PHC026,,,PHC,,EKM,643e5172bc3a1cbc36096ebd
KALLOORKAD,HOSP07PHC027,9446216608,phckalloorkad@gmail.com,PHC,"Family Health centre, Kalloorkad ,Ernakulam dist",EKM,643e5172bc3a1cbc36096ebe
KANDAKADAVU,HOSP07PHC028,9447307152,phckandakkadavu@gmail.com,PHC,"Andikkadavu P.O, Ernakulam",EKM,643e5172bc3a1cbc36096ebf
KANJOOR,HOSP07PHC029,9947089006,phckanjoor@gmail.com,PHC,"PHC KANJOOR , KANJOOR P O , PIN 683575",EKM,643e5172bc3a1cbc36096ec0
KARUMALLOR,HOSP07PHC030,9495518556,phckarumalloor@gmail.com,PHC,"FHC Karumalloor, Karumalloor P O , Pin 683511",EKM,643e5172bc3a1cbc36096ec1
KEEZHMAD,HOSP07PHC031,9633209866,mokeezhmad@gmail.com,PHC,"ERUMATHALA P.O, KEEZHMAD, NEAR KEEZHMAD GRAMA PANCHAYATH",EKM,643e5172bc3a1cbc36096ec2
KODANAD,HOSP07PHC032,9020411789,phckodanad@gmail.com,PHC,"KODANAD P.O, KODANAD, ERNAKULAM (DIST.),PIN.683544",EKM,643e5172bc3a1cbc36096ec3
KOONAMMAVU.,HOSP07PHC033,,,PHC,,EKM,643e5172bc3a1cbc36096ec4
KOTTAPPADY,HOSP07PHC034,8281501614,kottappadyphc@gmail.com,PHC,"FHC KOTTAPPADY, KOTTAPPADY",EKM,643e5172bc3a1cbc36096ec5
KUMARAPURAM,HOSP07PHC035,9037017159,phckumarapuram@gmail.com,PHC,"Family Health Centre Kumarapuram, Kumarapuram P.O.Ernakulam-683565",EKM,643e5172bc3a1cbc36096ec6
KUNNUKARA,HOSP07PHC036,,,PHC,,EKM,643e5172bc3a1cbc36096ec7
KUTTAMPUZHA,HOSP07PHC037,9747940640,phckuttampuzha@gmail.com,PHC,"FAMILY HEALTH CENTER KUTTAMPUZHA ERNAKULAM 686681",EKM,643e5172bc3a1cbc36096ec8
MALAYATTOR,HOSP07PHC038,"98954 30122",malayatturphc@gmail.com,PHC,"MALAYATTOOR P O, ILLITHODE, PIN 683587",EKM,643e5172bc3a1cbc36096ec9
MANEED,HOSP07PHC039,9447659058,phcmaneed@gmail.com,PHC,"PHC, MANEED P O,PIN 686664",EKM,643e5172bc3a1cbc36096eca
MANJALLOOR,HOSP07PHC040,,,PHC,,EKM,643e5172bc3a1cbc36096ecb
MANJAPRA,HOSP07PHC041,8129529269,phcmanjapra@gmail.com,PHC,"Manjapra P O, 683581(PIN)",EKM,643e5172bc3a1cbc36096ecc
MARADY,HOSP07PHC042,6282424761,phcmarady@gmail.com,PHC,"Phc marady,south marady p.o,muvattupuzha",EKM,643e5172bc3a1cbc36096ecd
MAZHUVANNOOR,HOSP07PHC043,,,PHC,,EKM,643e5172bc3a1cbc36096ece
MOOKKANNOR,HOSP07PHC044,9061265961,phcmookanur@gmail.com,PHC,"MEDICAL OFFICER INCHARGE,P.H.C.MOOKKANOOR, MOOKANNOOR.P.O,KOKKUNNU,PIN-683577",EKM,643e5172bc3a1cbc36096ecf
MUDAKUZHA,HOSP07PHC045,,,PHC,,EKM,643e5172bc3a1cbc36096ed0
MULAVUKAD,HOSP07PHC046,,,PHC,,EKM,643e5172bc3a1cbc36096ed1
MUNAMBAM,HOSP07PHC047,9847763337,phcmunambam@gmail.com,PHC,"FAMILY HEALTH CENTRE MUNAMBAM PIN 683515",EKM,643e5172bc3a1cbc36096ed2
NAYARAMBALM,HOSP07PHC048,,,PHC,,EKM,643e5172bc3a1cbc36096ed3
NEDUMBASERY,HOSP07PHC049,,,PHC,,EKM,643e5172bc3a1cbc36096ed4
NETTOOR,HOSP07PHC050,9847480610,phcnettoor@gmail.com,PHC,"Nettoor P.O., Ernakulam, Kerala",EKM,643e5172bc3a1cbc36096ed5
OKKAL,HOSP07PHC051,9946662896,mophcokkal@gmail.com,PHC,"FHC OKKAL,EDAVOOR P.O,PIN-683544",EKM,643e5172bc3a1cbc36096ed6
PAIPRA,HOSP07PHC052,,,PHC,,EKM,643e5172bc3a1cbc36096ed7
PALAKUZHA,HOSP07PHC053,9495638362,mophcpalakuzha@gmail.com,PHC,"Palakuzha P.O,Ernakulam Dist,686662",EKM,643e5172bc3a1cbc36096ed8
PALISSERY,HOSP07PHC054,9745556838,phcpalissery@gmail.com,PHC,"PALISSERY, KARUKUTTY",EKM,643e5172bc3a1cbc36096ed9
PANANGAD,HOSP07PHC055,9497794014,phcpanangad@gmail.com,PHC,"PANANGAD P.O ERNAKULAM",EKM,643e5172bc3a1cbc36096eda
PARAKADAVU,HOSP07PHC056,9947329883,phcparakkadavu@gmail.com,PHC,"FAMILY HEALTH CENTRE PARAKKADAVU VATTAPARAMBU .P .O KODUSSERY PIN - 683579",EKM,643e5172bc3a1cbc36096edb
PATTIMATTOM,HOSP07PHC057,9744277547,phcpattimattom@gmail.com,PHC,"PATTIMATTOM P O ,NEELIMALA 683562",EKM,643e5172bc3a1cbc36096edc
PINDIMANA,HOSP07PHC058,"97+91 97441 88568",Pindimanaphc@gmail.com,PHC,"Pindimana p.o, kothamangalam",EKM,643e5172bc3a1cbc36096edd
PIZHALA,HOSP07PHC059,9895417656,phcpizhala@gmail.com,PHC,"PHC Pizhala, Pizhala P O 682027",EKM,643e5172bc3a1cbc36096ede
POOTHRIKKA,HOSP07PHC060,9744137522,phcpoothrikka@gmail.com,PHC,"phc poothrikka, poothrikka P O, ernakula,",EKM,643e5172bc3a1cbc36096edf
POTHANICAD,HOSP07PHC061,,,PHC,,EKM,643e5172bc3a1cbc36096ee0
PUNNEKKAD,HOSP07PHC062,9497279655,phcpunnekad@gmail.com,PHC,"FHC Punnekkad,Keerampara P O",EKM,643e5172bc3a1cbc36096ee1
PUTHUVAIPU,HOSP07PHC063,9567587551,phcputhuvyppu@gmail.com,PHC,"P H C PUTHUVYPPU , P in 682508",EKM,643e5172bc3a1cbc36096ee2
"RAMA VARMA PALACE DISPENSARY THRIPUNITHURA.",HOSP07PHC064,9446332899,rvpdmekkara@gmail.com,PHC,"NEAR AYURVEDA COLLEGE, MEKKARA .682301",EKM,643e5172bc3a1cbc36096ee3
RAYAMANGALAM,HOSP07PHC065,9633120504,phcrayamangalam,PHC,"RAYAMANGALAM P O",EKM,643e5172bc3a1cbc36096ee4
THIRUMARADY,HOSP07PHC066,9497817926,thirumarady.phcmedicalofficer@gmail.com,PHC,"Thirumarady P O",EKM,643e5172bc3a1cbc36096ee5
THIRUVANIYOOR,HOSP07PHC067,,,PHC,,EKM,643e5172bc3a1cbc36096ee6
THIRUVANKULAM,HOSP07PHC068,8301054507,phcthiruvankulam@gmail.com,PHC,"HOSPITAL MANAGEMENT COMMITTEE THIRUVANKULAM P.O PIN 682305",EKM,643e5172bc3a1cbc36096ee7
THOTTOOR,HOSP07PHC069,8848089141,phcthottoor@gmail.com,PHC,"PRIMARY HEALTH CENTRE THOTTOOR, KAIPATTOOR PO ARAKKUNNAM",EKM,643e5172bc3a1cbc36096ee8
THRIKKAKARA,HOSP07PHC070,9495221331,phcthrikkakara@gmail.com,PHC,"PHC THRIKKAKARA, ERNAKULAM",EKM,643e5172bc3a1cbc36096ee9
THURAVOOR,HOSP07PHC071,,,PHC,,EKM,643e5172bc3a1cbc36096eea
VALAKOM,HOSP07PHC072,8281675291,phcvalakom@gmail.com,PHC,"FHC VALAKOM , MEKKADAMPU P.O,682316",EKM,643e5172bc3a1cbc36096eeb
VALANTHAKAD,HOSP07PHC073,,,PHC,,EKM,643e5172bc3a1cbc36096eec
VALLARPADAM,HOSP07PHC074,7559000745,phcvallarpadam@gmail.com,PHC,"PHC VALLARPADAM,PANABUKAD, VALLARPADAM.P.O ERNAKULAM-682504",EKM,643e5172bc3a1cbc36096eed
VAZHAKULAM,HOSP07PHC075,7012334982,phcvazhakulam@gmail.com,PHC,"FAMILY HEALTH CENTRE VAZHAKULAM MARAMPALLY P.O",EKM,643e5172bc3a1cbc36096eee
"GMTH Karuvelippady",HOSP07TH003,9388628670,gmhkaruvelippady@gmail.com,THQH,"Govt. Maharaja's Taluk Hospital, Karuvelippady, Thoppumpady, Pin- 682 005",EKM,643e5172bc3a1cbc36096eef
"TH Angamaly",HOSP07TH001,9446483358,thangamaly@gmail.com,THQH,"TALUK HOSPITAL",EKM,643e5172bc3a1cbc36096ef0
"TH Njarakkal",HOSP07TH005,9446449963,chcnjarakkal@gmail.com,THQH,"Superintendent, Taluk hospital Njarakkal -682505",EKM,643e5172bc3a1cbc36096ef1
"TH Palluruthy",HOSP07TH007,9847574144,ghpalluruthy@gmail.com,THQH,"KACHERIPPADY, KOCHI-682006",EKM,643e5172bc3a1cbc36096ef2
"TH Piravom",HOSP07TH009,,,THQH,,EKM,643e5172bc3a1cbc36096ef3
"TH Puthenvelikkara",HOSP07TH010,9446493277,chcputhenvelikkara@gmail.com,THQH,"Puthenvelikkara P.O, PIN.683594",EKM,643e5172bc3a1cbc36096ef4
"THQH Fortkochi",HOSP07TH002,9446607792,thqhkochi@gmail.com,THQH,"Taluk Head quarters hospital Fortkochi, T.M.Muhammad Road, Fortkochi",EKM,643e5172bc3a1cbc36096ef5
"THQH Kothamangalam",HOSP07TH004,9446543553,chckothamangalam@gmail.com,THQH,"Kothamangalam PO, Pin 686691",EKM,643e5172bc3a1cbc36096ef6
"THQH North Paravoor",HOSP07TH006,,,THQH,,EKM,643e5172bc3a1cbc36096ef7
"THQH Perumbavoor",HOSP07TH008,9447421852,thqhpbvr@gmail.com,THQH,"Opposite UBI, Perumbavoor PO",EKM,643e5172bc3a1cbc36096ef8
"THQH Thrippunithura",HOSP07TH011,9447001063,thqhtpra@gmail.com,THQH,"TALUK HEAD QUARTERS HOSPITAL, TRIPPUNITHURA",EKM,643e5172bc3a1cbc36096ef9
"W&C Mattancherry",HOSP07TH012,9846045211,women.childrenhospital@gmail.com,THQH,"WOMEN AND CHILDREN HOSPITAL, MATTANCHERRY, PIN - 682002",EKM,643e5172bc3a1cbc36096efa
"DH Aluva",HOSP07DH001,9895620591,districthospitalaluva2022@gmail.com,DH,"Near KSRTC Bus Stand Aluva",EKM,643e5172bc3a1cbc36096efb
"GH Ernakulam",HOSP07GH001,9947923780,generalhospitalernakulam@gmail.com,GH,"HOSPITAL ROAD ,ERNAKULAM-682011",EKM,643e5172bc3a1cbc36096f06
"GH Muvattupuzha",HOSP07GH002,9605949521,suptthqhmuvattupuzha@gmail.com,GH,MUVATTUPUZHA,EKM,643e5172bc3a1cbc36096f07
